,BEL,DEU,DNK,GBR,NOR
2019-07-23 10:00:00,46.4,50.3875,46.47,42.87,38.19
2019-07-23 11:00:00,43.18,48.145,44.3,40.06,38.21
2019-07-23 12:00:00,40.37,45.12,40.97,38.0,38.16
2019-07-23 13:00:00,40.23,42.8525,40.23,37.32,37.98
2019-07-23 14:00:00,39.61,40.0,40.17,36.75,37.94
2019-07-23 15:00:00,40.39,39.49,40.95,37.47,37.9
2019-07-23 16:00:00,44.79,40.5625,44.9,41.39,37.87
2019-07-23 17:00:00,52.97,43.0025,52.97,48.8,37.81
2019-07-23 18:00:00,57.71,49.465,57.71,53.16,38.09
2019-07-23 19:00:00,59.35,55.7825,62.98,54.83,38.01
2019-07-23 20:00:00,57.81,61.8975,63.41,52.9,37.93
2019-07-23 21:00:00,58.44,57.7875,59.42,51.8,37.9
2019-07-23 22:00:00,55.0,53.98,55.0,48.35,37.82
2019-07-23 23:00:00,45.5,51.6475,45.5,40.0,37.6
2019-07-24 00:00:00,42.25,44.0375,42.25,37.14,39.02
2019-07-24 01:00:00,39.65,41.5875,39.65,34.75,38.38
2019-07-24 02:00:00,38.48,39.425,38.48,33.59,38.24
2019-07-24 03:00:00,36.1,38.5,38.14,31.92,38.14
2019-07-24 04:00:00,35.69,38.0,37.94,31.94,37.91
2019-07-24 05:00:00,38.04,37.505,38.53,33.37,38.32
2019-07-24 06:00:00,38.96,38.94,45.78,35.99,38.26
2019-07-24 07:00:00,46.05,46.9025,53.06,40.35,38.34
2019-07-24 08:00:00,57.35,54.535,57.35,38.94,38.64
2019-07-24 09:00:00,57.75,55.1,57.75,50.4,38.71
2019-07-24 10:00:00,49.26,53.4925,51.44,45.3,38.72
2019-07-24 11:00:00,42.12,50.105,47.46,38.91,38.75
2019-07-24 12:00:00,38.31,46.845,45.65,35.39,38.28
2019-07-24 13:00:00,40.51,43.8725,44.08,37.43,38.56
2019-07-24 14:00:00,39.34,41.73,45.12,36.34,38.63
2019-07-24 15:00:00,41.26,41.4975,47.0,38.12,38.65
2019-07-24 16:00:00,47.33,42.4975,50.63,41.48,38.7
2019-07-24 17:00:00,57.75,45.3825,57.75,50.61,38.64
2019-07-24 18:00:00,68.13,53.1025,68.13,59.88,38.79
2019-07-24 19:00:00,74.06,60.565,74.06,64.9,38.71
2019-07-24 20:00:00,68.16,66.58,68.16,59.91,38.62
2019-07-24 21:00:00,59.36,63.065,59.36,52.17,38.53
2019-07-24 22:00:00,57.81,56.3525,57.81,50.81,38.39
2019-07-24 23:00:00,49.8,51.095,49.8,46.0,38.53
2019-07-25 00:00:00,45.62,44.0,45.62,41.73,39.26
2019-07-25 01:00:00,42.05,42.2025,42.05,38.47,39.05
2019-07-25 02:00:00,39.58,40.76,39.58,35.92,38.65
2019-07-25 03:00:00,39.09,39.7,39.09,34.12,38.57
2019-07-25 04:00:00,38.9,39.8925,38.9,33.95,38.48
2019-07-25 05:00:00,40.67,39.8775,40.67,35.5,38.83
2019-07-25 06:00:00,42.51,41.8925,47.07,37.0,38.61
2019-07-25 07:00:00,45.78,56.1025,58.94,42.0,38.91
2019-07-25 08:00:00,55.07,65.3075,55.31,47.93,39.21
2019-07-25 09:00:00,56.7,64.1525,56.7,49.5,39.26
2019-07-25 10:00:00,52.78,59.875,52.78,46.07,39.37
2019-07-25 11:00:00,49.59,56.7275,50.65,45.5,39.43
2019-07-25 12:00:00,46.78,52.5975,47.85,42.92,39.5
2019-07-25 13:00:00,46.57,49.1725,46.94,41.05,39.5
2019-07-25 14:00:00,42.17,47.3475,45.69,37.65,39.45
2019-07-25 15:00:00,47.78,47.5,47.78,41.41,39.27
2019-07-25 16:00:00,50.15,50.0,50.15,43.65,39.23
2019-07-25 17:00:00,56.85,53.1225,56.85,49.62,39.17
2019-07-25 18:00:00,62.05,57.24,62.05,54.17,39.55
2019-07-25 19:00:00,69.58,64.0025,69.58,60.56,39.53
2019-07-25 20:00:00,61.86,69.0475,61.86,54.0,39.55
2019-07-25 21:00:00,56.75,63.9975,56.75,49.54,39.43
2019-07-25 22:00:00,50.74,55.5025,50.74,44.29,39.15
2019-07-25 23:00:00,41.88,51.76,41.88,36.56,39.3
2019-07-26 00:00:00,38.61,45.0325,38.65,35.38,38.65
2019-07-26 01:00:00,37.73,40.8075,37.73,33.98,37.73
2019-07-26 02:00:00,37.19,39.605,37.19,33.98,37.19
2019-07-26 03:00:00,36.57,38.305,36.57,33.41,36.57
2019-07-26 04:00:00,36.37,38.0,36.37,33.22,36.37
2019-07-26 05:00:00,38.49,37.7825,38.49,33.57,38.21
2019-07-26 06:00:00,43.08,38.895,43.08,37.56,38.39
2019-07-26 07:00:00,49.66,43.3,49.66,43.29,38.72
2019-07-26 08:00:00,54.18,52.365,54.18,47.24,38.87
2019-07-26 09:00:00,55.74,53.4625,55.89,51.07,39.1
2019-07-26 10:00:00,53.61,51.61,53.66,49.12,39.22
2019-07-26 11:00:00,48.46,47.77,48.31,44.44,39.28
2019-07-26 12:00:00,44.08,45.01,39.6,43.26,39.24
2019-07-26 13:00:00,42.71,42.0425,39.03,40.13,39.03
2019-07-26 14:00:00,44.75,40.5775,38.72,41.0,38.72
2019-07-26 15:00:00,39.39,40.685,38.85,40.14,38.85
2019-07-26 16:00:00,42.83,40.67,39.36,39.52,38.97
2019-07-26 17:00:00,49.13,42.1825,49.19,45.01,38.93
2019-07-26 18:00:00,52.07,47.1675,52.07,47.91,39.64
2019-07-26 19:00:00,53.62,50.2,53.62,50.9,39.96
2019-07-26 20:00:00,52.06,52.4475,52.06,50.58,39.69
2019-07-26 21:00:00,48.97,51.2,48.97,45.06,39.4
2019-07-26 22:00:00,52.39,48.52,48.14,48.0,39.32
2019-07-26 23:00:00,43.44,45.7,38.67,43.56,38.67
2019-07-27 00:00:00,39.01,39.7075,39.01,40.0,39.01
2019-07-27 01:00:00,37.59,35.9925,37.59,36.8,37.59
2019-07-27 02:00:00,37.01,35.2575,37.01,34.16,37.01
2019-07-27 03:00:00,36.04,33.8575,36.04,33.87,36.04
2019-07-27 04:00:00,35.1,33.1425,35.1,32.99,35.1
2019-07-27 05:00:00,35.28,32.6225,35.28,32.99,35.28
2019-07-27 06:00:00,34.2,33.005,34.2,32.91,35.33
2019-07-27 07:00:00,34.23,34.85,36.05,32.24,36.05
2019-07-27 08:00:00,37.42,36.4825,37.42,34.4,37.42
2019-07-27 09:00:00,39.43,38.17,39.43,41.0,39.21
2019-07-27 10:00:00,38.16,38.26,38.16,51.92,38.38
2019-07-27 11:00:00,36.89,36.7975,36.89,49.0,37.82
2019-07-27 12:00:00,36.61,33.4625,34.9,45.0,37.04
2019-07-27 13:00:00,33.98,32.1,33.71,42.0,36.83
2019-07-27 14:00:00,33.34,30.485,32.92,40.4,36.74
2019-07-27 15:00:00,32.74,30.4,32.74,36.05,36.55
2019-07-27 16:00:00,33.85,30.565,33.85,34.9,36.62
2019-07-27 17:00:00,35.62,33.4,35.62,38.0,36.79
2019-07-27 18:00:00,38.79,35.4,38.79,44.7,38.29
2019-07-27 19:00:00,38.94,38.285,38.94,45.1,38.94
2019-07-27 20:00:00,37.91,38.9725,37.91,42.98,37.91
2019-07-27 21:00:00,36.19,38.555,36.19,37.98,36.19
2019-07-27 22:00:00,36.19,37.7,36.19,38.0,36.19
2019-07-27 23:00:00,34.0,37.3025,34.0,36.0,35.03
2019-07-28 00:00:00,30.98,34.9275,30.98,47.71,34.75
2019-07-28 01:00:00,30.02,29.5425,30.02,47.6,32.39
2019-07-28 02:00:00,28.2,26.9,28.2,35.0,29.13
2019-07-28 03:00:00,26.27,26.9675,26.27,29.0,27.13
2019-07-28 04:00:00,27.1,26.1,27.1,27.37,27.1
2019-07-28 05:00:00,26.8,26.1,26.8,26.88,26.8
2019-07-28 06:00:00,25.6,27.6025,25.6,25.65,29.91
2019-07-28 07:00:00,28.1,28.065,28.1,25.99,34.39
2019-07-28 08:00:00,30.05,28.8175,35.56,27.79,35.56
2019-07-28 09:00:00,30.28,31.7,36.99,28.0,36.99
2019-07-28 10:00:00,32.06,33.7875,37.57,37.63,37.57
2019-07-28 11:00:00,32.61,34.8575,37.64,40.0,37.64
2019-07-28 12:00:00,31.68,35.0,37.23,41.55,37.23
2019-07-28 13:00:00,29.32,34.6875,37.01,44.0,37.01
2019-07-28 14:00:00,28.45,32.0725,36.92,39.0,36.92
2019-07-28 15:00:00,28.45,30.5525,36.88,38.01,36.88
2019-07-28 16:00:00,26.6,31.4025,37.02,38.9,37.02
2019-07-28 17:00:00,26.6,33.1975,37.85,40.07,37.85
2019-07-28 18:00:00,30.0,37.835,38.37,45.1,38.49
2019-07-28 19:00:00,40.03,40.8375,40.03,46.2,39.9
2019-07-28 20:00:00,40.3,46.5025,40.3,48.0,40.04
2019-07-28 21:00:00,40.87,44.5725,40.87,49.0,39.9
2019-07-28 22:00:00,41.46,44.95,41.46,49.91,40.14
2019-07-28 23:00:00,39.01,43.0025,39.01,47.91,38.85
2019-07-29 00:00:00,35.77,41.0,35.77,39.0,36.96
2019-07-29 01:00:00,34.05,38.1075,34.05,34.0,35.18
2019-07-29 02:00:00,32.65,35.9975,33.73,32.9,33.73
2019-07-29 03:00:00,25.59,33.0,34.37,32.56,34.37
2019-07-29 04:00:00,24.33,34.0375,34.8,31.94,34.8
2019-07-29 05:00:00,34.85,31.5,35.43,32.45,36.41
2019-07-29 06:00:00,39.6,33.7,40.75,36.48,39.77
2019-07-29 07:00:00,39.9,41.8,51.95,40.35,40.55
2019-07-29 08:00:00,45.32,48.7,57.4,41.74,40.82
2019-07-29 09:00:00,47.06,51.6975,51.51,46.15,41.21
2019-07-29 10:00:00,44.93,52.1325,48.84,42.92,41.43
2019-07-29 11:00:00,43.57,49.745,48.29,40.97,41.56
2019-07-29 12:00:00,42.76,47.2975,47.35,41.14,41.46
2019-07-29 13:00:00,38.89,43.99,45.72,38.38,40.31
2019-07-29 14:00:00,35.32,42.7,45.3,36.19,40.03
2019-07-29 15:00:00,34.02,41.265,45.13,35.51,39.67
2019-07-29 16:00:00,37.78,40.4025,44.95,37.55,40.16
2019-07-29 17:00:00,45.21,41.0025,45.21,42.71,40.92
2019-07-29 18:00:00,48.05,47.4975,49.5,45.66,41.05
2019-07-29 19:00:00,52.99,52.195,60.74,55.49,40.81
2019-07-29 20:00:00,52.17,56.2025,60.5,55.26,40.69
2019-07-29 21:00:00,49.12,56.2,53.23,48.89,40.39
2019-07-29 22:00:00,49.38,53.98,49.38,46.24,40.08
2019-07-29 23:00:00,43.25,52.99,43.25,40.0,39.39
2019-07-30 00:00:00,32.71,43.8875,38.8,38.08,38.8
2019-07-30 01:00:00,27.05,39.575,38.35,34.52,38.35
2019-07-30 02:00:00,29.9,37.8075,38.16,32.5,38.16
2019-07-30 03:00:00,21.4,36.4525,38.0,31.44,38.0
2019-07-30 04:00:00,16.5,35.69,38.16,29.91,38.16
2019-07-30 05:00:00,21.96,35.5625,39.54,29.5,38.59
2019-07-30 06:00:00,36.3,37.0,48.5,33.61,39.78
2019-07-30 07:00:00,41.07,44.485,54.98,38.03,40.15
2019-07-30 08:00:00,44.71,50.75,56.16,41.4,40.86
2019-07-30 09:00:00,46.65,52.9975,54.25,47.43,41.06
2019-07-30 10:00:00,27.2,49.9275,49.9,47.42,41.22
2019-07-30 11:00:00,24.97,47.0,45.96,46.0,41.37
2019-07-30 12:00:00,26.14,44.39,41.75,45.8,40.78
2019-07-30 13:00:00,14.91,41.9975,40.65,43.3,40.51
2019-07-30 14:00:00,16.7,40.0025,40.0,38.3,40.0
2019-07-30 15:00:00,16.68,39.9825,39.95,37.45,39.95
2019-07-30 16:00:00,18.65,39.9525,39.78,36.0,39.78
2019-07-30 17:00:00,16.73,40.0025,42.04,39.08,40.69
2019-07-30 18:00:00,30.0,45.605,46.91,43.62,41.03
2019-07-30 19:00:00,45.11,51.4375,53.66,45.85,40.84
2019-07-30 20:00:00,41.93,54.8825,52.99,45.08,40.92
2019-07-30 21:00:00,40.33,53.8525,47.88,39.0,40.58
2019-07-30 22:00:00,43.66,50.0325,43.66,40.31,39.96
2019-07-30 23:00:00,38.66,44.4,38.66,35.8,38.66
2019-07-31 00:00:00,27.13,39.5025,37.98,40.66,37.98
2019-07-31 01:00:00,29.28,40.405,37.54,36.0,37.54
2019-07-31 02:00:00,24.94,39.155,35.98,29.98,35.98
2019-07-31 03:00:00,20.65,35.115,35.78,28.01,35.78
2019-07-31 04:00:00,18.36,34.4525,36.19,26.97,36.19
2019-07-31 05:00:00,25.07,34.5425,38.0,28.97,37.8
2019-07-31 06:00:00,27.32,36.835,44.12,33.06,38.98
2019-07-31 07:00:00,31.85,39.8,61.11,39.61,39.71
2019-07-31 08:00:00,34.68,48.1,61.94,40.0,40.19
2019-07-31 09:00:00,35.1,50.0775,59.78,42.03,40.23
2019-07-31 10:00:00,34.87,45.9,51.47,40.0,39.92
2019-07-31 11:00:00,35.16,43.7975,50.71,39.15,40.11
2019-07-31 12:00:00,35.87,42.4375,47.7,39.9,39.9
2019-07-31 13:00:00,34.21,40.4525,45.83,38.83,39.46
2019-07-31 14:00:00,33.11,39.3,44.01,36.0,39.33
2019-07-31 15:00:00,33.8,39.0025,43.17,35.91,39.26
2019-07-31 16:00:00,33.38,39.0,43.21,35.7,39.04
2019-07-31 17:00:00,33.23,40.5425,47.9,38.93,39.34
2019-07-31 18:00:00,19.7,43.6075,52.02,46.5,39.98
2019-07-31 19:00:00,46.97,47.825,55.93,48.61,40.02
2019-07-31 20:00:00,48.92,52.41,65.71,55.0,40.15
2019-07-31 21:00:00,43.13,54.185,69.95,48.88,40.11
2019-07-31 22:00:00,45.19,49.9975,54.51,46.44,39.87
2019-07-31 23:00:00,41.87,45.7375,42.62,39.87,39.69
2019-08-01 00:00:00,39.0,10.165,39.0,37.14,39.0
2019-08-01 01:00:00,37.07,6.5775,37.07,35.0,37.98
2019-08-01 02:00:00,36.01,4.195,37.44,34.1,37.44
2019-08-01 03:00:00,33.43,2.9975,37.26,32.97,37.26
2019-08-01 04:00:00,31.7,6.3775,37.37,32.0,37.37
2019-08-01 05:00:00,36.09,12.3,37.54,33.96,38.39
2019-08-01 06:00:00,40.03,28.5,41.93,37.67,39.9
2019-08-01 07:00:00,42.57,42.23,46.92,40.06,40.18
2019-08-01 08:00:00,42.41,43.1575,46.81,39.74,40.27
2019-08-01 09:00:00,42.43,42.6025,42.43,48.97,40.32
2019-08-01 10:00:00,40.76,39.665,40.83,50.0,40.21
2019-08-01 11:00:00,38.54,38.06,40.83,48.5,40.22
2019-08-01 12:00:00,37.13,36.83,40.49,39.71,39.75
2019-08-01 13:00:00,37.72,37.195,40.54,38.51,40.06
2019-08-01 14:00:00,38.11,35.87,40.2,37.65,40.03
2019-08-01 15:00:00,39.36,38.6875,40.11,38.19,40.04
2019-08-01 16:00:00,40.09,40.1,40.15,37.73,40.09
2019-08-01 17:00:00,45.33,40.6025,45.33,42.66,40.57
2019-08-01 18:00:00,53.11,40.705,55.96,49.98,40.6
2019-08-01 19:00:00,55.83,38.8,64.94,56.45,40.4
2019-08-01 20:00:00,56.66,37.1025,68.07,57.61,40.56
2019-08-01 21:00:00,54.28,29.84,59.36,52.1,40.35
2019-08-01 22:00:00,51.53,27.0875,51.53,48.49,39.97
2019-08-01 23:00:00,44.54,19.685,44.54,41.79,39.61
2019-08-02 00:00:00,40.0,31.5475,40.0,38.71,39.04
2019-08-02 01:00:00,38.89,29.7,38.89,36.51,38.89
2019-08-02 02:00:00,36.71,27.62,38.2,34.56,38.2
2019-08-02 03:00:00,31.17,28.185,37.93,33.53,37.93
2019-08-02 04:00:00,30.84,30.8475,38.1,32.43,38.1
2019-08-02 05:00:00,32.74,32.8825,40.72,33.45,38.54
2019-08-02 06:00:00,37.49,45.24,48.0,35.05,40.05
2019-08-02 07:00:00,42.86,53.43,47.96,40.07,40.67
2019-08-02 08:00:00,47.68,53.8575,49.46,44.58,40.94
2019-08-02 09:00:00,50.47,52.2975,50.47,47.38,41.39
2019-08-02 10:00:00,47.95,49.93,47.95,49.24,41.19
2019-08-02 11:00:00,44.96,45.885,44.96,49.0,41.49
2019-08-02 12:00:00,42.31,43.49,42.31,48.0,40.95
2019-08-02 13:00:00,41.28,42.29,41.28,45.0,40.28
2019-08-02 14:00:00,40.08,41.6525,40.12,38.0,40.12
2019-08-02 15:00:00,40.22,43.0025,40.22,38.0,39.99
2019-08-02 16:00:00,37.76,44.0525,41.46,36.81,39.92
2019-08-02 17:00:00,41.92,48.24,44.09,41.94,40.38
2019-08-02 18:00:00,45.95,49.2775,45.95,48.0,40.65
2019-08-02 19:00:00,49.51,43.9975,49.51,50.46,40.5
2019-08-02 20:00:00,37.0,38.7,49.0,50.02,40.67
2019-08-02 21:00:00,47.17,33.44,47.17,44.28,40.45
2019-08-02 22:00:00,43.96,29.045,43.96,45.02,39.99
2019-08-02 23:00:00,41.12,22.815,41.12,40.02,39.8
2019-08-03 00:00:00,38.96,1.3525,38.96,43.05,38.96
2019-08-03 01:00:00,36.94,-1.67,38.16,42.0,38.16
2019-08-03 02:00:00,30.08,-7.25,38.05,36.52,38.05
2019-08-03 03:00:00,28.0,-4.0325,37.74,35.48,37.74
2019-08-03 04:00:00,28.02,0.015,37.66,34.96,37.66
2019-08-03 05:00:00,32.09,5.5375,37.87,34.6,37.87
2019-08-03 06:00:00,29.5,25.025,38.11,33.62,38.11
2019-08-03 07:00:00,29.9,33.2675,38.41,35.77,38.41
2019-08-03 08:00:00,37.72,34.4225,38.97,35.6,38.97
2019-08-03 09:00:00,38.51,31.3675,39.73,42.89,39.73
2019-08-03 10:00:00,37.04,27.2625,39.87,49.17,39.69
2019-08-03 11:00:00,35.63,29.45,39.61,47.36,39.61
2019-08-03 12:00:00,35.04,29.54,39.42,46.67,39.42
2019-08-03 13:00:00,32.43,29.21,39.14,42.47,39.14
2019-08-03 14:00:00,30.1,31.8675,38.95,38.28,38.95
2019-08-03 15:00:00,30.4,34.7,38.91,37.0,38.91
2019-08-03 16:00:00,30.52,39.0,38.89,36.52,38.89
2019-08-03 17:00:00,34.09,46.15,38.96,41.32,38.96
2019-08-03 18:00:00,38.95,52.5,39.75,48.64,39.75
2019-08-03 19:00:00,41.08,54.34,41.08,53.64,39.97
2019-08-03 20:00:00,41.02,49.0,41.02,52.7,39.95
2019-08-03 21:00:00,41.58,44.005,41.58,50.4,40.25
2019-08-03 22:00:00,41.96,40.5075,41.96,53.0,40.3
2019-08-03 23:00:00,39.47,34.495,39.47,47.84,39.47
2019-08-04 00:00:00,37.69,37.5,37.69,42.12,38.93
2019-08-04 01:00:00,35.0,33.7775,38.04,41.05,38.04
2019-08-04 02:00:00,33.91,34.265,37.45,40.0,37.45
2019-08-04 03:00:00,33.91,34.215,37.18,37.14,37.18
2019-08-04 04:00:00,32.66,33.5,37.06,36.7,37.06
2019-08-04 05:00:00,31.85,34.2425,36.48,36.7,36.48
2019-08-04 06:00:00,31.81,37.7425,37.4,34.17,37.4
2019-08-04 07:00:00,33.77,46.8,38.09,36.57,38.09
2019-08-04 08:00:00,30.38,53.185,38.69,36.96,38.69
2019-08-04 09:00:00,28.72,55.59,39.63,38.0,39.31
2019-08-04 10:00:00,28.26,49.9875,40.03,43.67,39.47
2019-08-04 11:00:00,28.36,46.51,40.02,44.4,39.48
2019-08-04 12:00:00,29.06,43.495,39.98,47.98,39.55
2019-08-04 13:00:00,29.12,41.115,39.46,46.36,39.46
2019-08-04 14:00:00,29.02,38.67,39.3,41.36,39.3
2019-08-04 15:00:00,28.29,36.4975,39.2,38.0,39.2
2019-08-04 16:00:00,29.29,37.475,39.12,36.1,39.12
2019-08-04 17:00:00,34.23,36.865,39.32,37.3,39.32
2019-08-04 18:00:00,39.02,37.5575,39.98,46.7,39.98
2019-08-04 19:00:00,42.0,43.3275,42.0,50.19,40.65
2019-08-04 20:00:00,43.99,44.8075,43.99,50.09,41.34
2019-08-04 21:00:00,47.0,43.975,47.0,50.19,41.25
2019-08-04 22:00:00,46.76,39.13,46.76,49.79,41.25
2019-08-04 23:00:00,42.24,36.8,42.24,41.12,40.31
2019-08-05 00:00:00,38.46,47.0175,38.46,45.18,39.05
2019-08-05 01:00:00,31.91,42.73,36.89,40.1,36.89
2019-08-05 02:00:00,29.0,40.8,36.55,37.22,36.55
2019-08-05 03:00:00,25.35,38.69,36.56,32.91,36.56
2019-08-05 04:00:00,25.54,37.1675,36.81,30.0,36.81
2019-08-05 05:00:00,27.9,36.505,38.73,30.96,39.33
2019-08-05 06:00:00,33.99,39.8225,48.0,36.91,40.81
2019-08-05 07:00:00,44.15,45.8,55.18,43.34,40.93
2019-08-05 08:00:00,45.31,52.6975,56.02,42.59,41.27
2019-08-05 09:00:00,48.37,56.33,56.04,48.66,41.53
2019-08-05 10:00:00,46.55,50.455,55.73,49.0,41.54
2019-08-05 11:00:00,46.66,47.4925,53.89,46.54,41.61
2019-08-05 12:00:00,45.22,45.495,45.22,42.68,41.61
2019-08-05 13:00:00,42.97,41.8,47.24,42.08,41.51
2019-08-05 14:00:00,36.7,39.04,43.87,37.08,40.74
2019-08-05 15:00:00,34.13,36.495,44.32,36.07,40.03
2019-08-05 16:00:00,33.51,36.0,44.93,34.47,39.96
2019-08-05 17:00:00,35.02,38.56,46.28,37.01,40.52
2019-08-05 18:00:00,37.51,41.1675,53.0,39.4,41.04
2019-08-05 19:00:00,46.21,42.485,51.11,44.7,41.29
2019-08-05 20:00:00,45.48,43.0,55.0,49.84,41.27
2019-08-05 21:00:00,44.02,44.5,51.13,45.05,41.53
2019-08-05 22:00:00,45.0,40.9725,45.0,42.48,41.22
2019-08-05 23:00:00,39.87,38.9275,39.87,37.48,39.87
2019-08-06 00:00:00,38.48,27.6325,38.48,38.56,38.79
2019-08-06 01:00:00,36.92,18.4925,37.83,35.99,37.83
2019-08-06 02:00:00,34.62,13.1325,36.91,32.8,36.91
2019-08-06 03:00:00,33.69,9.295,36.83,31.92,36.83
2019-08-06 04:00:00,32.51,6.0025,36.78,31.74,36.78
2019-08-06 05:00:00,35.91,1.9075,37.54,33.88,38.47
2019-08-06 06:00:00,36.25,-0.705,39.27,35.55,39.4
2019-08-06 07:00:00,43.53,-1.0075,43.64,41.08,40.7
2019-08-06 08:00:00,45.0,1.9925,45.0,42.33,41.86
2019-08-06 09:00:00,44.0,-0.2325,44.0,41.71,41.88
2019-08-06 10:00:00,41.96,-4.8625,41.96,44.8,41.1
2019-08-06 11:00:00,41.37,-9.01,41.37,42.05,40.87
2019-08-06 12:00:00,40.02,-16.7375,40.06,44.0,40.15
2019-08-06 13:00:00,38.87,-32.09,39.97,43.99,39.97
2019-08-06 14:00:00,38.97,-43.805,39.93,38.96,39.93
2019-08-06 15:00:00,38.99,-48.1375,38.99,36.94,39.95
2019-08-06 16:00:00,40.04,-46.2975,40.04,37.93,40.13
2019-08-06 17:00:00,43.84,-31.355,43.84,42.0,41.06
2019-08-06 18:00:00,48.93,-9.345,48.93,49.1,41.2
2019-08-06 19:00:00,48.05,16.835,51.78,51.52,41.04
2019-08-06 20:00:00,47.92,26.31,53.87,50.7,40.99
2019-08-06 21:00:00,47.26,33.8825,52.99,49.91,41.26
2019-08-06 22:00:00,49.12,34.3075,49.12,46.53,40.81
2019-08-06 23:00:00,40.97,35.1625,40.97,38.65,39.66
2019-08-07 00:00:00,37.03,34.45,37.03,38.55,38.26
2019-08-07 01:00:00,31.6,27.0975,35.41,34.02,36.28
2019-08-07 02:00:00,29.18,25.5025,35.76,29.92,35.76
2019-08-07 03:00:00,28.1,25.5225,35.76,29.34,35.76
2019-08-07 04:00:00,27.9,24.1025,35.69,29.17,35.69
2019-08-07 05:00:00,29.33,24.7,36.86,30.56,37.59
2019-08-07 06:00:00,33.14,26.485,40.58,34.81,39.36
2019-08-07 07:00:00,41.27,36.3,44.96,39.0,39.99
2019-08-07 08:00:00,44.51,45.155,44.98,41.8,40.64
2019-08-07 09:00:00,44.98,45.1125,44.98,42.68,40.92
2019-08-07 10:00:00,43.64,42.045,44.34,41.68,40.97
2019-08-07 11:00:00,44.2,39.595,44.47,42.05,40.92
2019-08-07 12:00:00,42.16,38.4025,42.16,40.01,40.81
2019-08-07 13:00:00,38.14,34.95,42.84,38.04,40.38
2019-08-07 14:00:00,35.71,35.4925,40.73,35.99,39.18
2019-08-07 15:00:00,31.69,34.3,41.15,34.0,38.93
2019-08-07 16:00:00,31.11,33.3975,42.05,33.93,39.01
2019-08-07 17:00:00,35.97,33.4,44.22,37.48,39.55
2019-08-07 18:00:00,42.13,34.235,43.48,40.52,40.54
2019-08-07 19:00:00,43.15,37.335,43.15,43.94,40.69
2019-08-07 20:00:00,42.38,41.0025,42.68,45.2,40.93
2019-08-07 21:00:00,41.94,45.9975,41.94,44.67,40.6
2019-08-07 22:00:00,40.55,40.0975,40.55,46.0,39.33
2019-08-07 23:00:00,37.64,40.81,37.64,40.0,38.31
2019-08-08 00:00:00,32.74,37.7125,32.74,41.9,36.5
2019-08-08 01:00:00,31.33,36.0275,35.38,36.9,35.38
2019-08-08 02:00:00,26.5,33.895,35.04,30.77,35.04
2019-08-08 03:00:00,26.0,31.5275,34.95,27.9,34.95
2019-08-08 04:00:00,26.57,30.5875,35.38,26.13,35.38
2019-08-08 05:00:00,28.05,31.495,36.62,30.0,36.62
2019-08-08 06:00:00,31.36,31.93,37.88,35.98,37.49
2019-08-08 07:00:00,37.37,37.1025,42.76,38.04,38.15
2019-08-08 08:00:00,39.98,38.7575,39.98,37.71,38.7
2019-08-08 09:00:00,37.47,39.845,40.32,38.0,38.59
2019-08-08 10:00:00,32.56,38.7,40.3,40.0,37.88
2019-08-08 11:00:00,30.46,34.495,39.91,39.47,37.98
2019-08-08 12:00:00,28.55,32.5025,37.72,39.7,37.72
2019-08-08 13:00:00,28.5,31.3475,37.56,40.0,37.56
2019-08-08 14:00:00,28.37,29.095,37.48,38.09,37.48
2019-08-08 15:00:00,28.7,27.2475,37.24,35.5,37.24
2019-08-08 16:00:00,30.76,28.715,37.2,35.5,37.2
2019-08-08 17:00:00,35.99,30.0,35.99,39.46,37.49
2019-08-08 18:00:00,39.04,35.0775,39.04,51.62,38.37
2019-08-08 19:00:00,43.05,39.3375,43.05,51.2,39.11
2019-08-08 20:00:00,43.37,44.1025,43.37,45.79,39.02
2019-08-08 21:00:00,43.63,44.995,43.63,41.44,39.07
2019-08-08 22:00:00,42.1,45.495,42.1,39.83,38.95
2019-08-08 23:00:00,38.12,44.045,38.12,35.96,37.99
2019-08-09 00:00:00,34.92,32.505,34.92,42.37,36.23
2019-08-09 01:00:00,29.41,31.8325,34.57,37.54,35.0
2019-08-09 02:00:00,26.2,29.3725,33.97,26.35,33.97
2019-08-09 03:00:00,22.7,29.005,34.06,24.07,34.06
2019-08-09 04:00:00,20.78,28.2025,33.02,19.68,33.83
2019-08-09 05:00:00,22.02,27.78,35.99,19.78,37.18
2019-08-09 06:00:00,25.38,27.9975,44.11,22.8,37.61
2019-08-09 07:00:00,33.18,29.5,53.92,31.41,38.36
2019-08-09 08:00:00,38.17,30.6,49.9,36.14,39.06
2019-08-09 09:00:00,37.81,30.6,43.93,40.0,39.22
2019-08-09 10:00:00,37.62,32.435,40.82,38.28,38.98
2019-08-09 11:00:00,35.66,33.5,40.4,39.94,39.11
2019-08-09 12:00:00,34.89,33.9975,40.34,41.0,37.95
2019-08-09 13:00:00,30.73,33.1325,40.13,39.0,37.98
2019-08-09 14:00:00,28.53,32.1975,39.9,37.99,38.41
2019-08-09 15:00:00,29.79,30.4,39.51,36.8,37.68
2019-08-09 16:00:00,29.78,28.7025,39.05,35.0,37.61
2019-08-09 17:00:00,29.32,28.995,40.81,38.49,38.21
2019-08-09 18:00:00,36.08,32.0025,43.66,42.3,38.43
