,BEL,DEU,DNK,GBR,NOR
2019-01-01 00:00:00,69.49,20.0025,28.32,60.0,48.77
2019-01-01 01:00:00,66.58,13.54,10.07,60.12,49.25
2019-01-01 02:00:00,65.07,5.5925,-4.08,55.76,49.17
2019-01-01 03:00:00,52.17,3.2,-9.91,46.23,48.37
2019-01-01 04:00:00,47.66,3.8975,-7.41,44.1,47.19
2019-01-01 05:00:00,50.87,-2.0025,-12.55,44.41,47.37
2019-01-01 06:00:00,52.88,-18.7625,-17.25,46.03,48.16
2019-01-01 07:00:00,61.78,-20.0,-15.07,51.0,49.09
2019-01-01 08:00:00,50.08,-18.0025,-4.93,39.0,47.63
2019-01-01 09:00:00,50.27,-11.31,-6.33,44.17,47.99
2019-01-01 10:00:00,66.36,-11.04,-4.93,51.3,49.2
2019-01-01 11:00:00,75.08,-10.0025,0.45,57.94,49.39
2019-01-01 12:00:00,90.66,-14.5475,0.12,54.09,49.2
2019-01-01 13:00:00,75.71,-15.2075,-0.02,57.95,49.13
2019-01-01 14:00:00,68.3,-5.61,0.0,65.85,48.33
2019-01-01 15:00:00,61.83,0.5,-0.03,70.0,48.45
2019-01-01 16:00:00,72.12,4.85,1.97,48.9,48.98
2019-01-01 17:00:00,62.58,7.845,9.06,69.93,49.45
2019-01-01 18:00:00,56.94,9.275,0.07,84.84,48.89
2019-01-01 19:00:00,57.89,8.0,-4.97,70.57,48.91
2019-01-01 20:00:00,51.3,-3.535,-6.98,69.0,49.31
2019-01-01 21:00:00,51.89,-7.565,-16.01,60.43,49.1
2019-01-01 22:00:00,60.88,-11.53,-4.87,53.89,49.42
2019-01-01 23:00:00,60.74,-18.8075,-28.93,50.44,49.12
2019-01-02 00:00:00,65.96,44.93,-33.57,49.01,49.16
2019-01-02 01:00:00,57.9,42.44,-45.92,51.96,48.14
2019-01-02 02:00:00,56.48,41.38,-48.29,52.45,48.14
2019-01-02 03:00:00,46.68,39.7725,-33.6,49.92,47.24
2019-01-02 04:00:00,50.8,39.49,-33.54,48.53,47.53
2019-01-02 05:00:00,45.28,42.49,-17.79,47.99,47.98
2019-01-02 06:00:00,55.3,46.535,-0.01,50.05,49.44
2019-01-02 07:00:00,56.86,53.4975,37.43,62.82,50.11
2019-01-02 08:00:00,55.99,58.75,48.06,50.04,50.74
2019-01-02 09:00:00,55.33,58.7525,50.74,53.0,50.74
2019-01-02 10:00:00,53.47,58.7175,48.11,56.37,50.69
2019-01-02 11:00:00,53.22,59.4925,48.66,58.71,50.27
2019-01-02 12:00:00,57.32,61.2325,49.94,57.95,49.94
2019-01-02 13:00:00,51.91,60.8375,47.26,63.44,50.11
2019-01-02 14:00:00,54.59,61.2275,49.64,62.94,50.93
2019-01-02 15:00:00,58.89,61.05,53.67,63.93,52.38
2019-01-02 16:00:00,66.57,61.8975,56.01,65.0,54.67
2019-01-02 17:00:00,74.33,65.8975,56.95,81.1,55.58
2019-01-02 18:00:00,74.45,68.2975,55.39,109.95,55.39
2019-01-02 19:00:00,74.33,65.455,54.9,85.0,54.9
2019-01-02 20:00:00,67.29,60.1075,53.86,79.94,53.86
2019-01-02 21:00:00,55.64,56.0775,52.71,66.0,52.71
2019-01-02 22:00:00,56.77,54.495,52.09,55.93,52.09
2019-01-02 23:00:00,57.28,50.9575,50.76,50.11,50.76
2019-01-03 00:00:00,50.12,37.5,42.91,55.0,50.03
2019-01-03 01:00:00,46.45,36.4975,45.22,54.99,48.89
2019-01-03 02:00:00,46.12,36.4775,48.31,55.0,48.31
2019-01-03 03:00:00,44.0,35.4975,48.4,54.92,48.4
2019-01-03 04:00:00,43.88,36.475,48.79,51.08,48.79
2019-01-03 05:00:00,45.92,38.8025,45.92,51.0,49.61
2019-01-03 06:00:00,52.96,45.535,51.07,51.91,51.17
2019-01-03 07:00:00,60.22,53.095,52.77,61.4,53.91
2019-01-03 08:00:00,65.65,54.5025,62.89,62.74,58.86
2019-01-03 09:00:00,75.58,52.4325,60.03,70.2,59.14
2019-01-03 10:00:00,77.03,50.975,58.19,74.0,58.19
2019-01-03 11:00:00,71.59,48.995,61.47,69.0,61.47
2019-01-03 12:00:00,69.83,47.0,62.0,70.0,62.0
2019-01-03 13:00:00,68.15,45.575,63.12,65.3,63.12
2019-01-03 14:00:00,68.25,44.925,63.67,64.92,63.67
2019-01-03 15:00:00,68.19,45.2,66.13,63.58,66.13
2019-01-03 16:00:00,69.4,46.0075,68.41,72.4,68.41
2019-01-03 17:00:00,72.32,49.0325,69.55,102.0,69.55
2019-01-03 18:00:00,77.92,52.8825,65.67,134.6,65.67
2019-01-03 19:00:00,71.34,52.0025,61.51,110.0,61.51
2019-01-03 20:00:00,68.38,50.3225,56.04,80.07,56.04
2019-01-03 21:00:00,61.72,46.4,54.44,69.94,54.44
2019-01-03 22:00:00,56.6,45.4975,52.09,63.3,52.09
2019-01-03 23:00:00,56.06,42.625,49.98,54.09,49.98
2019-01-04 00:00:00,53.44,31.94,49.87,57.47,49.98
2019-01-04 01:00:00,51.27,30.475,47.11,59.2,48.67
2019-01-04 02:00:00,50.0,29.8175,47.07,59.47,47.71
2019-01-04 03:00:00,47.87,31.3,46.94,51.1,47.64
2019-01-04 04:00:00,47.0,30.2225,47.0,51.02,47.43
2019-01-04 05:00:00,47.51,33.4825,46.91,50.33,48.58
2019-01-04 06:00:00,59.54,36.4925,49.59,55.5,50.87
2019-01-04 07:00:00,68.4,48.16,55.27,63.76,52.32
2019-01-04 08:00:00,74.19,51.255,54.44,65.07,54.44
2019-01-04 09:00:00,81.91,47.9425,54.18,74.0,54.18
2019-01-04 10:00:00,83.56,43.495,53.9,79.59,53.9
2019-01-04 11:00:00,82.33,40.7,53.01,77.0,53.01
2019-01-04 12:00:00,79.38,38.6525,51.74,64.94,51.74
2019-01-04 13:00:00,78.45,35.9975,51.6,65.0,51.6
2019-01-04 14:00:00,80.62,35.005,51.41,65.0,51.41
2019-01-04 15:00:00,80.39,33.575,51.69,68.04,51.69
2019-01-04 16:00:00,79.73,33.4,52.59,70.84,52.59
2019-01-04 17:00:00,86.94,34.3775,53.34,83.8,53.34
2019-01-04 18:00:00,85.7,41.165,52.81,91.1,52.81
2019-01-04 19:00:00,79.6,44.66,51.89,76.0,51.79
2019-01-04 20:00:00,60.4,49.045,46.58,75.3,51.04
2019-01-04 21:00:00,60.3,44.4925,45.43,63.6,50.45
2019-01-04 22:00:00,60.3,39.2575,43.96,63.57,49.79
2019-01-04 23:00:00,54.9,36.3275,31.41,62.49,49.02
2019-01-05 00:00:00,59.3,41.7125,26.9,66.03,48.42
2019-01-05 01:00:00,57.17,37.6,25.12,58.72,47.52
2019-01-05 02:00:00,45.9,35.5,24.12,57.1,47.19
2019-01-05 03:00:00,49.05,34.0925,22.04,52.97,47.0
2019-01-05 04:00:00,51.0,33.2075,18.37,52.05,47.01
2019-01-05 05:00:00,51.0,32.5925,22.09,51.0,47.33
2019-01-05 06:00:00,52.21,32.2625,23.35,50.76,47.59
2019-01-05 07:00:00,48.09,32.1375,47.04,52.56,48.22
2019-01-05 08:00:00,59.11,32.0375,49.99,56.0,49.99
2019-01-05 09:00:00,69.0,32.9,50.73,61.65,50.73
2019-01-05 10:00:00,69.0,31.9925,50.93,63.68,50.93
2019-01-05 11:00:00,69.0,29.735,51.02,63.67,51.02
2019-01-05 12:00:00,73.0,25.8325,51.36,71.98,51.36
2019-01-05 13:00:00,73.0,20.5575,51.74,71.94,51.74
2019-01-05 14:00:00,68.96,14.95,51.92,69.0,51.92
2019-01-05 15:00:00,64.12,8.4975,53.22,59.49,53.22
2019-01-05 16:00:00,59.61,7.5075,55.26,56.18,55.26
2019-01-05 17:00:00,75.14,6.475,55.87,76.08,55.87
2019-01-05 18:00:00,74.7,20.565,55.26,84.99,55.26
2019-01-05 19:00:00,76.29,29.765,53.8,75.3,53.8
2019-01-05 20:00:00,68.07,35.2125,52.75,67.5,52.75
2019-01-05 21:00:00,60.05,35.925,51.9,60.1,51.9
2019-01-05 22:00:00,65.76,36.2125,51.38,60.58,51.13
2019-01-05 23:00:00,64.9,35.4925,49.96,57.85,50.21
2019-01-06 00:00:00,59.23,38.1025,50.29,56.0,50.29
2019-01-06 01:00:00,51.54,39.0,47.72,62.25,49.03
2019-01-06 02:00:00,50.6,34.9675,48.81,55.96,48.81
2019-01-06 03:00:00,48.02,31.3025,48.66,52.97,48.66
2019-01-06 04:00:00,46.41,30.1725,47.82,52.65,47.82
2019-01-06 05:00:00,47.17,28.765,48.72,52.08,48.72
2019-01-06 06:00:00,48.19,27.6625,48.19,52.08,49.38
2019-01-06 07:00:00,49.11,27.9,49.11,55.17,49.65
2019-01-06 08:00:00,50.77,29.3,50.44,46.79,50.44
2019-01-06 09:00:00,53.4,31.8125,53.4,49.28,51.68
2019-01-06 10:00:00,56.55,30.515,52.35,55.99,52.35
2019-01-06 11:00:00,60.02,28.6775,52.77,63.7,52.77
2019-01-06 12:00:00,60.22,27.475,52.86,68.0,52.86
2019-01-06 13:00:00,55.0,25.1625,52.44,69.24,52.44
2019-01-06 14:00:00,52.39,22.85,51.52,75.09,51.52
2019-01-06 15:00:00,51.57,21.6075,51.57,68.88,51.57
2019-01-06 16:00:00,54.71,23.96,53.28,60.2,53.28
2019-01-06 17:00:00,63.43,27.3825,55.25,88.0,55.25
2019-01-06 18:00:00,67.37,33.59,54.25,112.0,54.25
2019-01-06 19:00:00,67.2,39.04,52.9,84.28,52.9
2019-01-06 20:00:00,66.03,41.9025,51.95,75.3,51.95
2019-01-06 21:00:00,55.36,42.825,51.57,65.77,51.57
2019-01-06 22:00:00,58.59,42.4975,50.71,59.8,50.71
2019-01-06 23:00:00,55.97,41.83,50.23,52.0,50.23
2019-01-07 00:00:00,54.58,28.1725,46.03,60.59,48.62
2019-01-07 01:00:00,50.7,27.32,47.98,64.0,48.14
2019-01-07 02:00:00,47.84,26.895,47.84,54.77,48.16
2019-01-07 03:00:00,46.11,26.6,46.11,48.0,47.63
2019-01-07 04:00:00,46.08,26.085,46.08,42.52,48.09
2019-01-07 05:00:00,47.62,26.255,47.62,43.64,49.98
2019-01-07 06:00:00,55.77,28.97,55.77,48.77,52.74
2019-01-07 07:00:00,68.61,40.2625,59.66,60.0,56.79
2019-01-07 08:00:00,74.15,51.395,57.94,64.84,57.94
2019-01-07 09:00:00,74.93,48.745,56.9,65.52,56.9
2019-01-07 10:00:00,73.59,40.495,56.28,67.44,56.28
2019-01-07 11:00:00,71.23,36.5025,55.56,64.1,55.56
2019-01-07 12:00:00,70.18,35.2975,55.14,61.21,55.14
2019-01-07 13:00:00,68.74,32.4975,54.16,60.11,54.16
2019-01-07 14:00:00,64.6,29.49,53.73,57.74,53.73
2019-01-07 15:00:00,59.25,27.3775,53.25,54.77,53.25
2019-01-07 16:00:00,58.16,26.9975,53.26,54.8,53.26
2019-01-07 17:00:00,74.0,27.0,53.42,67.2,52.41
2019-01-07 18:00:00,53.95,30.5075,50.19,73.0,51.2
2019-01-07 19:00:00,50.0,35.7925,45.08,64.45,50.72
2019-01-07 20:00:00,51.0,39.71,40.96,70.03,50.6
2019-01-07 21:00:00,44.4,40.065,37.4,59.58,50.03
2019-01-07 22:00:00,48.72,37.505,21.15,57.09,49.11
2019-01-07 23:00:00,44.4,34.5125,14.38,51.7,47.95
2019-01-08 00:00:00,37.88,42.5625,17.94,49.47,47.37
2019-01-08 01:00:00,43.76,39.43,20.91,49.4,47.07
2019-01-08 02:00:00,44.5,37.975,7.78,48.0,46.3
2019-01-08 03:00:00,30.87,37.9375,14.33,44.94,46.28
2019-01-08 04:00:00,28.28,37.8225,18.56,41.98,46.7
2019-01-08 05:00:00,42.0,37.8,18.57,42.24,47.86
2019-01-08 06:00:00,54.0,38.3175,35.81,49.93,50.08
2019-01-08 07:00:00,60.79,45.1625,43.87,62.05,51.31
2019-01-08 08:00:00,72.7,52.4,46.93,61.74,51.7
2019-01-08 09:00:00,67.64,53.335,43.88,62.62,51.48
2019-01-08 10:00:00,61.81,47.365,43.85,66.0,51.48
2019-01-08 11:00:00,58.55,44.5025,46.74,62.61,51.21
2019-01-08 12:00:00,49.39,42.99,43.94,62.43,50.88
2019-01-08 13:00:00,49.01,41.4575,43.21,62.45,50.63
2019-01-08 14:00:00,52.38,41.075,43.81,60.16,50.7
2019-01-08 15:00:00,52.37,41.3075,45.6,58.0,50.69
2019-01-08 16:00:00,52.84,41.8,35.21,55.12,51.15
2019-01-08 17:00:00,77.35,42.8,45.64,73.4,51.05
2019-01-08 18:00:00,55.22,48.0,45.63,81.6,50.62
2019-01-08 19:00:00,51.99,54.0075,37.94,73.47,49.98
2019-01-08 20:00:00,50.1,60.64,39.53,74.4,49.71
2019-01-08 21:00:00,51.6,65.735,35.97,62.56,49.49
2019-01-08 22:00:00,53.34,60.5,29.72,58.8,49.03
2019-01-08 23:00:00,54.98,53.8,22.55,49.11,48.27
2019-01-09 00:00:00,45.1,33.94,20.04,48.53,46.92
2019-01-09 01:00:00,43.05,33.7925,7.24,50.02,46.74
2019-01-09 02:00:00,40.41,30.835,3.43,53.0,46.54
2019-01-09 03:00:00,35.49,29.9225,10.04,51.22,46.48
2019-01-09 04:00:00,30.76,29.0475,14.2,49.2,46.37
2019-01-09 05:00:00,38.53,28.7775,25.41,49.0,48.03
2019-01-09 06:00:00,50.69,28.68,36.98,51.7,49.46
2019-01-09 07:00:00,60.6,29.7825,43.89,67.0,50.74
2019-01-09 08:00:00,70.39,30.15,50.98,61.67,50.98
2019-01-09 09:00:00,74.0,31.4825,50.3,61.79,50.94
2019-01-09 10:00:00,70.1,29.1275,50.21,63.07,51.02
2019-01-09 11:00:00,54.68,28.6825,45.8,61.52,50.96
2019-01-09 12:00:00,51.09,28.1275,43.64,59.66,50.76
2019-01-09 13:00:00,50.1,26.8825,43.49,59.0,50.69
2019-01-09 14:00:00,54.16,23.805,45.05,57.7,50.88
2019-01-09 15:00:00,56.34,22.87,49.95,57.6,51.42
2019-01-09 16:00:00,64.98,22.9175,53.82,59.53,53.69
2019-01-09 17:00:00,73.93,23.97,55.94,74.97,54.59
2019-01-09 18:00:00,74.69,31.0025,54.19,80.0,54.19
2019-01-09 19:00:00,56.3,36.6375,54.19,74.49,54.19
2019-01-09 20:00:00,56.3,40.635,52.98,70.0,52.98
2019-01-09 21:00:00,56.3,41.5775,51.68,60.63,51.68
2019-01-09 22:00:00,56.3,39.5925,50.96,57.33,50.96
2019-01-09 23:00:00,51.27,38.12,49.96,50.23,49.96
2019-01-10 00:00:00,52.69,32.54,50.51,53.93,50.51
2019-01-10 01:00:00,49.8,31.495,49.98,54.0,49.98
2019-01-10 02:00:00,49.19,30.75,49.55,52.93,49.55
2019-01-10 03:00:00,48.8,30.4975,49.98,50.7,49.98
2019-01-10 04:00:00,48.5,30.4975,49.94,50.7,49.94
2019-01-10 05:00:00,49.8,31.945,49.8,50.7,51.9
2019-01-10 06:00:00,60.08,34.1425,56.97,55.42,56.61
2019-01-10 07:00:00,72.6,42.36,72.6,63.76,70.86
2019-01-10 08:00:00,81.17,48.0025,79.23,71.29,79.23
2019-01-10 09:00:00,81.79,50.375,79.17,71.83,79.17
2019-01-10 10:00:00,81.15,46.605,78.55,71.27,78.55
2019-01-10 11:00:00,80.0,44.775,77.44,70.26,77.44
2019-01-10 12:00:00,76.39,42.25,69.66,67.09,69.66
2019-01-10 13:00:00,75.0,39.6525,63.61,67.6,63.61
2019-01-10 14:00:00,76.06,36.195,59.94,66.8,59.94
2019-01-10 15:00:00,75.4,36.065,59.01,66.22,59.01
2019-01-10 16:00:00,76.78,37.2,59.57,69.8,59.57
2019-01-10 17:00:00,83.45,38.25,59.21,76.8,59.21
2019-01-10 18:00:00,85.15,43.6775,56.38,78.37,56.38
2019-01-10 19:00:00,78.16,48.9125,54.28,71.94,54.28
2019-01-10 20:00:00,71.92,51.5475,52.78,70.02,52.78
2019-01-10 21:00:00,67.43,53.69,52.01,62.33,52.01
2019-01-10 22:00:00,62.84,45.6925,50.48,60.3,50.48
2019-01-10 23:00:00,56.15,42.6025,49.44,58.0,49.44
2019-01-11 00:00:00,53.54,35.8325,47.84,56.24,47.84
2019-01-11 01:00:00,49.37,35.4975,46.58,51.41,46.58
2019-01-11 02:00:00,49.5,34.1,45.74,49.98,46.93
2019-01-11 03:00:00,47.39,31.9975,43.81,47.76,47.48
2019-01-11 04:00:00,47.16,30.99,46.24,47.36,46.49
2019-01-11 05:00:00,46.54,30.4475,46.46,47.7,47.69
2019-01-11 06:00:00,54.2,30.5,51.29,51.44,50.06
2019-01-11 07:00:00,70.31,32.1,53.03,61.16,53.03
2019-01-11 08:00:00,76.57,34.0025,54.25,65.03,54.25
2019-01-11 09:00:00,70.31,32.4825,53.69,65.13,53.69
2019-01-11 10:00:00,74.14,33.3,53.63,65.42,53.63
2019-01-11 11:00:00,72.74,32.4975,53.32,67.27,53.32
2019-01-11 12:00:00,56.96,31.99,51.89,63.57,51.89
2019-01-11 13:00:00,53.0,31.8,50.8,62.12,50.8
2019-01-11 14:00:00,53.08,31.2925,45.46,62.86,49.33
2019-01-11 15:00:00,52.43,31.5,42.2,61.06,49.07
2019-01-11 16:00:00,53.01,31.225,45.93,59.6,49.54
2019-01-11 17:00:00,71.2,31.98,51.51,64.0,51.51
2019-01-11 18:00:00,72.4,34.4975,50.44,71.68,50.44
2019-01-11 19:00:00,65.12,36.1425,49.64,66.0,49.64
2019-01-11 20:00:00,69.37,34.31,48.93,63.95,49.53
2019-01-11 21:00:00,57.7,32.165,48.34,59.21,48.93
2019-01-11 22:00:00,57.7,28.76,47.54,58.24,47.99
2019-01-11 23:00:00,61.56,26.955,45.03,50.87,47.4
2019-01-12 00:00:00,67.17,41.495,47.24,63.03,48.35
2019-01-12 01:00:00,49.34,38.7025,45.88,57.97,48.02
2019-01-12 02:00:00,47.35,37.2225,44.61,61.1,48.09
2019-01-12 03:00:00,43.96,36.9875,42.9,49.39,47.67
2019-01-12 04:00:00,43.6,36.1675,42.03,43.09,47.8
2019-01-12 05:00:00,42.98,36.0625,42.0,39.3,47.57
2019-01-12 06:00:00,42.98,36.99,44.06,39.74,47.7
2019-01-12 07:00:00,51.36,36.0,46.39,47.49,48.52
2019-01-12 08:00:00,54.89,37.5025,48.02,50.75,48.74
2019-01-12 09:00:00,62.11,40.47,49.91,57.43,49.91
2019-01-12 10:00:00,65.0,43.505,50.3,60.53,50.3
2019-01-12 11:00:00,65.25,45.1325,50.32,59.61,50.32
2019-01-12 12:00:00,62.0,46.495,50.32,58.15,50.32
2019-01-12 13:00:00,62.0,47.2975,49.95,57.93,49.95
2019-01-12 14:00:00,62.0,45.0,50.09,55.08,50.09
2019-01-12 15:00:00,62.0,45.66,50.82,49.2,50.82
2019-01-12 16:00:00,54.69,44.6975,51.7,49.18,51.7
2019-01-12 17:00:00,62.0,47.6,52.96,66.57,52.96
2019-01-12 18:00:00,65.0,52.0975,52.33,84.8,52.33
2019-01-12 19:00:00,62.0,54.1775,51.23,77.42,51.23
2019-01-12 20:00:00,51.85,54.9925,50.02,67.78,50.02
2019-01-12 21:00:00,52.29,50.61,49.23,56.55,50.12
2019-01-12 22:00:00,53.67,45.3,48.29,53.27,49.16
2019-01-12 23:00:00,52.44,44.0,47.22,49.98,49.12
2019-01-13 00:00:00,53.32,23.0,44.01,52.55,50.26
2019-01-13 01:00:00,46.7,21.385,44.02,47.81,49.51
2019-01-13 02:00:00,43.9,14.7425,37.03,39.99,48.99
2019-01-13 03:00:00,32.7,14.21,26.54,29.0,48.7
2019-01-13 04:00:00,27.38,15.91,23.25,30.0,48.59
2019-01-13 05:00:00,28.35,19.3375,20.01,30.0,48.52
2019-01-13 06:00:00,29.08,15.0,40.06,25.09,48.1
2019-01-13 07:00:00,29.79,20.9925,45.86,34.65,48.61
2019-01-13 08:00:00,29.65,22.0075,26.23,33.18,48.88
2019-01-13 09:00:00,43.7,25.395,37.16,47.75,48.9
2019-01-13 10:00:00,49.63,26.08,26.3,56.92,49.47
2019-01-13 11:00:00,54.74,27.1025,30.81,60.1,49.85
2019-01-13 12:00:00,52.95,25.2825,27.06,60.01,49.87
2019-01-13 13:00:00,58.28,16.4675,8.5,65.0,49.36
2019-01-13 14:00:00,43.9,10.5125,34.44,60.01,49.12
2019-01-13 15:00:00,33.35,10.775,46.59,57.0,49.21
2019-01-13 16:00:00,33.06,11.315,47.15,55.03,50.17
2019-01-13 17:00:00,52.48,16.1625,50.29,69.67,50.29
2019-01-13 18:00:00,58.59,21.975,49.08,86.0,49.9
2019-01-13 19:00:00,55.79,18.7375,46.03,75.18,50.07
2019-01-13 20:00:00,58.57,14.96,40.01,64.91,49.87
2019-01-13 21:00:00,43.7,7.8,40.22,63.9,49.19
2019-01-13 22:00:00,50.04,7.9975,3.04,56.98,48.94
2019-01-13 23:00:00,46.57,-4.8625,-7.28,51.97,49.1
2019-01-14 00:00:00,46.8,-10.14,-3.14,43.8,48.06
2019-01-14 01:00:00,33.93,-16.0075,-12.0,50.31,47.83
2019-01-14 02:00:00,28.59,-20.2875,-15.03,50.1,48.02
2019-01-14 03:00:00,29.58,-16.11,-11.09,50.0,47.9
2019-01-14 04:00:00,37.42,-9.0,-4.94,50.2,47.25
2019-01-14 05:00:00,36.14,9.25,1.59,54.0,48.21
2019-01-14 06:00:00,51.9,31.66,35.9,59.92,48.8
2019-01-14 07:00:00,63.67,48.4225,51.22,60.79,51.22
2019-01-14 08:00:00,66.15,50.9275,51.66,58.13,51.66
2019-01-14 09:00:00,66.57,49.3,46.09,61.05,50.68
2019-01-14 10:00:00,76.37,49.39,50.26,61.01,50.6
2019-01-14 11:00:00,55.94,48.95,44.49,67.0,50.27
2019-01-14 12:00:00,44.04,47.8375,41.24,64.09,49.89
2019-01-14 13:00:00,72.7,45.6525,38.91,60.72,49.92
2019-01-14 14:00:00,55.43,45.6375,41.79,58.81,50.07
2019-01-14 15:00:00,64.04,44.445,49.63,57.19,50.18
2019-01-14 16:00:00,71.74,43.99,50.93,60.0,50.93
2019-01-14 17:00:00,80.62,48.97,51.25,78.94,51.25
2019-01-14 18:00:00,69.7,52.4025,50.93,90.92,50.93
2019-01-14 19:00:00,69.7,48.5,50.52,76.0,50.52
2019-01-14 20:00:00,59.24,48.1975,49.61,74.1,50.47
2019-01-14 21:00:00,55.17,44.7875,44.3,58.27,50.63
2019-01-14 22:00:00,58.2,43.0,41.29,55.3,50.03
2019-01-14 23:00:00,52.0,38.1675,37.26,51.4,49.0
2019-01-15 00:00:00,58.08,35.995,37.67,55.43,48.22
2019-01-15 01:00:00,49.0,34.0075,36.7,56.17,47.61
2019-01-15 02:00:00,43.55,31.8075,37.06,54.27,47.47
2019-01-15 03:00:00,38.91,30.49,40.64,47.96,47.57
2019-01-15 04:00:00,42.2,29.34,44.31,47.0,47.66
2019-01-15 05:00:00,45.0,33.375,48.46,46.95,48.46
2019-01-15 06:00:00,50.67,43.405,50.91,48.56,50.91
2019-01-15 07:00:00,61.46,55.59,53.73,59.9,53.73
2019-01-15 08:00:00,70.79,59.8525,57.02,61.22,57.02
2019-01-15 09:00:00,64.81,58.8025,58.38,60.8,58.38
2019-01-15 10:00:00,61.88,59.1975,56.54,64.95,56.54
2019-01-15 11:00:00,59.81,55.5025,55.0,61.17,55.0
2019-01-15 12:00:00,60.08,51.6475,53.92,59.58,53.92
2019-01-15 13:00:00,57.65,49.845,53.31,56.16,53.31
2019-01-15 14:00:00,59.8,49.635,52.63,55.06,52.63
2019-01-15 15:00:00,55.6,49.4875,52.12,52.26,52.12
2019-01-15 16:00:00,57.37,45.0375,52.28,59.21,52.32
2019-01-15 17:00:00,73.21,49.1225,53.91,69.26,53.86
2019-01-15 18:00:00,60.79,47.4975,52.54,78.96,52.54
2019-01-15 19:00:00,63.94,45.4025,52.76,68.34,52.76
2019-01-15 20:00:00,55.0,42.7375,52.5,65.23,52.5
2019-01-15 21:00:00,50.0,39.7775,51.65,57.55,51.65
2019-01-15 22:00:00,49.0,38.44,50.4,52.1,50.4
2019-01-15 23:00:00,50.69,30.5325,48.66,51.28,48.66
2019-01-16 00:00:00,47.24,30.0,49.48,53.0,49.48
2019-01-16 01:00:00,35.0,29.5925,49.01,50.49,49.01
2019-01-16 02:00:00,42.55,29.2,48.91,49.98,48.91
2019-01-16 03:00:00,42.55,29.99,49.06,49.0,49.06
2019-01-16 04:00:00,39.3,30.7875,49.12,48.93,49.12
2019-01-16 05:00:00,42.55,35.0575,51.06,49.43,51.06
2019-01-16 06:00:00,54.84,46.04,52.64,55.0,52.64
2019-01-16 07:00:00,63.54,55.4975,53.8,61.03,53.8
2019-01-16 08:00:00,66.23,60.6,55.73,60.01,55.73
2019-01-16 09:00:00,65.77,59.8375,53.83,62.91,53.83
2019-01-16 10:00:00,63.1,59.2775,54.22,62.68,54.22
2019-01-16 11:00:00,62.94,57.55,54.92,61.67,54.92
2019-01-16 12:00:00,59.78,54.5875,53.65,59.12,53.65
2019-01-16 13:00:00,61.58,54.5,52.69,58.81,52.69
2019-01-16 14:00:00,57.95,53.74,53.55,56.89,53.55
2019-01-16 15:00:00,59.05,54.93,53.72,55.0,53.72
2019-01-16 16:00:00,60.85,55.7625,54.83,55.33,54.83
2019-01-16 17:00:00,63.1,58.2375,54.01,67.5,54.01
2019-01-16 18:00:00,54.68,55.0675,52.67,81.4,52.67
2019-01-16 19:00:00,53.2,51.555,52.16,77.42,52.16
2019-01-16 20:00:00,49.7,45.995,51.35,68.0,51.35
2019-01-16 21:00:00,49.5,42.8075,50.09,58.55,50.39
2019-01-16 22:00:00,48.92,40.0575,46.4,54.97,49.66
2019-01-16 23:00:00,48.2,33.725,43.21,52.0,49.47
2019-01-17 00:00:00,48.6,29.7,31.44,53.86,49.83
2019-01-17 01:00:00,46.6,28.7775,30.59,55.8,48.46
2019-01-17 02:00:00,46.9,25.32,36.54,52.94,48.45
2019-01-17 03:00:00,35.55,26.55,38.83,50.0,48.31
2019-01-17 04:00:00,38.76,27.34,46.99,48.95,48.5
2019-01-17 05:00:00,48.6,29.875,50.3,48.19,50.3
2019-01-17 06:00:00,55.14,42.3675,52.74,51.16,52.74
2019-01-17 07:00:00,64.08,50.7325,53.94,58.08,53.94
2019-01-17 08:00:00,72.55,52.73,54.42,59.04,54.42
2019-01-17 09:00:00,70.1,52.6425,54.74,60.07,54.74
2019-01-17 10:00:00,74.41,53.83,54.8,59.31,54.8
2019-01-17 11:00:00,65.97,51.81,54.62,59.92,54.62
2019-01-17 12:00:00,59.61,49.0075,54.43,57.0,54.43
2019-01-17 13:00:00,56.27,50.8175,54.47,57.38,54.47
2019-01-17 14:00:00,56.93,52.12,55.0,56.0,55.0
2019-01-17 15:00:00,57.75,52.9525,55.9,58.53,55.9
2019-01-17 16:00:00,59.32,56.5775,57.43,59.34,57.43
2019-01-17 17:00:00,75.72,59.5,58.72,74.7,58.72
2019-01-17 18:00:00,58.44,57.5025,55.06,89.95,55.06
2019-01-17 19:00:00,60.73,54.8375,53.85,88.0,53.85
2019-01-17 20:00:00,53.26,51.105,53.05,77.39,53.05
2019-01-17 21:00:00,51.06,48.0,52.75,61.0,52.75
2019-01-17 22:00:00,47.4,46.655,51.19,58.96,51.19
2019-01-17 23:00:00,53.71,41.2025,50.03,55.84,50.03
2019-01-18 00:00:00,65.0,44.22,51.16,54.47,51.16
2019-01-18 01:00:00,60.47,44.2975,50.47,55.28,50.47
2019-01-18 02:00:00,53.49,45.3725,50.12,54.5,50.12
2019-01-18 03:00:00,51.87,44.9975,50.15,52.52,50.15
2019-01-18 04:00:00,48.07,45.095,50.65,50.6,50.65
2019-01-18 05:00:00,52.63,48.4225,53.03,50.57,53.03
2019-01-18 06:00:00,60.84,54.0425,54.77,57.3,55.94
